number;id;comments;title;createdAt;closedAt
184;MDU6SXNzdWUyOTgyMTc5OA==;{'totalCount': 1};Rendering issue in chrome;2014-03-20T14:16:45Z;2014-03-20T16:25:36Z
186;MDU6SXNzdWUyOTk5MDQwOA==;{'totalCount': 7};Request: Simple zoom in/out?;2014-03-23T16:11:53Z;2014-03-28T20:34:29Z
188;MDU6SXNzdWUzMDQzNzc4Ng==;{'totalCount': 2};Does it work ?;2014-03-29T05:25:27Z;2014-03-29T09:10:46Z
190;MDU6SXNzdWUzMDQ1MDY4Mg==;{'totalCount': 4};Spelling mistake in README;2014-03-29T19:25:59Z;2014-03-30T00:15:47Z
191;MDU6SXNzdWUzMDU0NDQ0NQ==;{'totalCount': 7};Make animation change fluid;2014-03-31T20:05:38Z;2014-04-10T22:56:56Z
192;MDU6SXNzdWUzMDYwMTg5MQ==;{'totalCount': 7};Bower.json in version 3.1.0 not correct;2014-04-01T14:11:04Z;2014-04-22T14:48:37Z
193;MDU6SXNzdWUzMDczMDYzOA==;{'totalCount': 1};README.md;2014-04-02T22:14:40Z;2014-04-02T23:12:12Z
195;MDU6SXNzdWUzMDkzMzIzNg==;{'totalCount': 1};Should .shake move the element only once?;2014-04-06T08:40:53Z;2014-04-06T21:06:10Z
196;MDU6SXNzdWUzMDk0MzY4NQ==;{'totalCount': 1};Bug in webkit;2014-04-06T18:49:42Z;2014-04-06T21:10:23Z
198;MDU6SXNzdWUzMDk3MDYyNA==;{'totalCount': 12};fadeInRightBig causes horizontal scrollbar.;2014-04-07T09:46:19Z;2014-04-07T15:12:01Z
199;MDU6SXNzdWUzMTIyNzk5Ng==;{'totalCount': 2};Add some animation delays as default. ;2014-04-10T09:43:47Z;2014-04-10T22:56:34Z
201;MDU6SXNzdWUzMTMzOTA0NA==;{'totalCount': 1};Background Image Disappeared;2014-04-11T15:54:57Z;2015-11-04T02:00:13Z
203;MDU6SXNzdWUzMTYwMDQyNA==;{'totalCount': 1};slideInUp: opacity not correctly set;2014-04-15T23:25:16Z;2014-04-18T18:39:13Z
204;MDU6SXNzdWUzMTc0MjkxMA==;{'totalCount': 3};Background disappears - stellar.js;2014-04-17T16:48:11Z;2014-04-18T18:39:40Z
205;MDU6SXNzdWUzMTgwNjMwOA==;{'totalCount': 2};zoomIn animation;2014-04-18T15:47:19Z;2014-04-22T14:59:08Z
206;MDU6SXNzdWUzMTg1MzA3Mw==;{'totalCount': 1};New animations;2014-04-19T19:37:22Z;2014-04-20T20:41:24Z
207;MDU6SXNzdWUzMjIzMDQ4MA==;{'totalCount': 1};Animate not working joomla;2014-04-25T13:11:06Z;2014-04-25T18:36:57Z
208;MDU6SXNzdWUzMjI3MjA3OA==;{'totalCount': 0};slideInUp is messed up;2014-04-25T22:35:28Z;2014-04-26T01:21:24Z
209;MDU6SXNzdWUzMjM3NTI4OA==;{'totalCount': 2};Disable animate.css;2014-04-28T16:31:09Z;2014-04-28T17:18:49Z
212;MDU6SXNzdWUzMjg3NTA5NA==;{'totalCount': 2};Random page height on Webkit browsers;2014-05-06T08:51:20Z;2014-06-03T16:22:46Z
213;MDU6SXNzdWUzMzIzNzUyMA==;{'totalCount': 13};Gulp support;2014-05-10T13:23:29Z;2014-06-03T01:18:44Z
214;MDU6SXNzdWUzMzUzODI3MA==;{'totalCount': 4};Flip Issue;2014-05-14T22:13:23Z;2014-06-03T01:16:33Z
215;MDU6SXNzdWUzMzU0MDgwMg==;{'totalCount': 2};Can animate.css work with spans?;2014-05-14T22:53:04Z;2014-06-03T01:17:47Z
216;MDU6SXNzdWUzMzYxMjgwNA==;{'totalCount': 4};Animating (large-ish) elements with bounceInUp intermittently causes the <body> height to be too large;2014-05-15T18:39:35Z;2014-05-16T16:39:09Z
219;MDU6SXNzdWUzMzkzODYzMA==;{'totalCount': 2};safari and firefox latest versions;2014-05-20T23:10:43Z;2014-06-17T19:34:47Z
221;MDU6SXNzdWUzNDEzNjUzMw==;{'totalCount': 1};Bower?;2014-05-23T01:25:49Z;2014-05-23T01:26:55Z
222;MDU6SXNzdWUzNDQwMzkxMg==;{'totalCount': 2};Publish to npm;2014-05-27T19:19:49Z;2014-06-03T01:14:24Z
223;MDU6SXNzdWUzNDcwMjUwMg==;{'totalCount': 3};Copyright reduce performance;2014-05-31T08:51:02Z;2014-06-12T21:24:50Z
225;MDU6SXNzdWUzNTUyNzkxNQ==;{'totalCount': 2};Can I create a Yeoman generator fot animate.css;2014-06-11T21:15:48Z;2014-06-12T18:00:49Z
227;MDU6SXNzdWUzNTg0NjgzOQ==;{'totalCount': 1};Compability with IOS7 devices;2014-06-16T23:52:26Z;2014-06-17T19:34:34Z
228;MDU6SXNzdWUzNTg5NTYxMQ==;{'totalCount': 3};Bootstrap Modal z-index broken;2014-06-17T14:41:29Z;2014-06-17T19:33:15Z
229;MDU6SXNzdWUzNTkyNzgyOA==;{'totalCount': 1};FadeInOut;2014-06-17T20:25:01Z;2014-06-18T16:21:51Z
